Time,ax,ay,az
0.174011, 0.0383047, -3.71555, 5.28605
0.281982, 1.03423, -0.65118, 3.44742
0.388, 0.995922, 3.98369, 9.99752
0.494019, -2.18337, 0.344742, 19.0374
0.60199, -2.83455, -1.49388, 27.2346
0.708984, -3.37081, 2.87285, 29.5712
0.817017, -3.2559, 13.1385, 27.0431
0.924011, 0.995922, 0.229828, -0.306437
1.03198, 0.344742, -0.0383047, 0.114914
1.13898, 0.459656, -0.0383047, 0.0
1.245, 0.459656, 0.0, -0.0383047
1.35297, 0.497961, 0.0383047, 0.153219
1.46002, 0.268133, 0.0383047, 0.727789
1.56799, 0.421352, -0.114914, 0.536266
1.742, 0.497961, 2.94946, -60.981
1.849, -8.08229, 1.22575, -9.0016
1.95599, -8.27381, 0.766094, -15.2836
2.06403, -8.88668, 0.191523, -13.8663
2.16998, -7.77585, 1.18745, -13.0236
2.27802, -7.16298, 0.114914, -11.1467
2.38501, -7.3928, -1.11084, -6.85654
2.49298, -5.93723, -2.22167, -1.99184
2.59998, -3.63894, -1.72371, 1.49388
2.70697, -2.91116, -0.114914, 5.78401
2.815, -3.75386, -2.94946, 9.07821
2.92102, 0.804398, -0.268133, 9.07821
