Time,ax,ay,az
0.172974, 1.68541, -0.57457, 5.24774
0.279968, 0.612875, 0.536266, 9.76769
0.386963, 0.191523, 1.45558, 11.8745
0.493958, 2.98777, -2.79624, 19.3439
0.600952, 3.63894, -2.71963, 25.013
0.708984, 3.60064, 4.82639, 26.6601
0.815979, 2.71963, 9.07821, 20.5696
0.92395, 2.91116, -0.0766094, 0.536266
1.03094, 0.306437, -0.153219, 0.0383047
1.138, 0.383047, -0.0766094, 0.0
1.245, 0.229828, -0.0383047, -0.0766094
1.35199, 0.344742, 0.0383047, 0.459656
1.45996, 0.153219, -0.0766094, 0.459656
1.56696, 0.153219, 0.0, 0.459656
1.73596, -9.72939, -3.02607, -1.14914
1.84399, -17.3903, -14.8622, -6.39688
1.95099, -10.6104, -11.0701, 3.14098
2.05896, -10.2657, -8.46534, 2.60472
2.16595, -7.69924, -8.1972, 2.4515
2.27295, -7.27789, -6.85654, 3.71555
2.38098, -6.39688, -5.36266, 4.17521
2.487, 0.344742, -4.71148, 7.20128
2.59497, -2.4515, -1.45558, 9.23143
2.70197, -0.497961, 0.612875, 8.12059
2.81, 0.995922, 0.114914, 9.46126
2.91699, 0.957617, 0.114914, 8.81008
