Time,ax,ay,az
0.174011, -2.22167, -4.67317, 17.5435
0.281006, -0.727789, -7.85246, 20.8377
0.389008, 4.74978, -5.05622, 23.2892
0.496002, 8.88668, -4.48165, 11.6063
0.602997, 0.191523, 0.0383047, -0.306437
0.709991, 0.229828, -0.0383047, 0.191523
0.817993, 0.191523, -0.0383047, 0.191523
0.924988, 0.268133, 0.0383047, 0.191523
1.03198, 0.191523, 0.0766094, 0.268133
1.13998, 0.229828, 0.0383047, -0.0766094
1.246, 0.114914, -0.0383047, 0.497961
1.354, -2.10676, 4.82639, -5.82231
1.461, -16.6625, 4.97961, -9.8443
1.63199, -15.8964, 3.56234, -8.31211
1.73898, -8.92499, 4.44334, -5.13283
1.84698, -8.92499, 4.0986, -4.0986
1.95401, -8.73347, 2.87285, -1.76202
2.06201, -7.62263, 1.83862, 1.49388
2.168, -4.67317, 1.30236, 3.06437
2.276, -2.91116, 0.0766094, 4.9413
2.383, -2.64302, -1.80032, 5.66909
2.48999, -3.98369, -3.63894, 7.69924
2.59799, -5.59248, -1.99184, 7.81416
2.70499, -5.36266, -1.99184, 7.66094
2.81201, -3.2559, 0.881008, 11.2999
2.91901, -3.2942, -0.421352, 9.11651
