Time,ax,ay,az
0.176003, -9.19312, -0.344742, 9.11651
0.283005, -23.6723, -0.153219, 23.0211
0.392006, -22.0252, -9.92091, 24.7065
0.499001, -19.4205, -0.0766094, -0.536266
0.606003, -0.306437, 0.191523, -0.497961
0.715004, -0.114914, 0.191523, -0.306437
0.820999, -0.191523, 0.306437, -0.459656
0.929001, -0.114914, 0.306437, -0.459656
1.036, -0.114914, 0.497961, -0.497961
1.14301, 0.0766094, 0.497961, 0.0383047
1.251, 55.9248, -0.881008, 14.6324
1.358, -11.9894, 10.3423, 5.89892
1.466, 3.67725, 10.8785, 9.53786
1.637, 0.57457, 2.79624, 10.7253
1.745, -3.06437, 2.83455, 11.0317
1.85201, -3.60064, 0.957617, 8.88668
1.959, -10.7636, 0.114914, 6.47349
2.066, -0.0766094, 0.0, 5.28605
2.174, -5.78401, 0.881008, 6.5501
2.28101, -5.82231, 0.804398, 7.50772
2.389, -7.3545, 0.536266, 7.23959
2.496, -5.47757, 0.804398, 8.1589
2.603, -4.67317, -1.34066, 8.1589
2.711, -3.86877, 0.536266, 8.31211
2.818, -4.25182, 0.766094, 7.73755
2.926, -3.40912, 1.41727, 8.1589
