Time,ax,ay,az
0.168991, -29.2648, -7.77585, 23.4425
0.278, -0.383047, -0.65118, -1.11084
0.383987, -0.421352, -0.57457, -0.57457
0.491989, -0.459656, -0.497961, -0.689484
0.598999, -0.344742, -0.229828, -0.612875
0.707001, -0.421352, -0.153219, -0.842703
0.814987, -0.459656, 0.114914, -0.919312
0.92099, -0.689484, 0.153219, -0.842703
1.02899, -0.153219, 0.306437, -0.919312
1.13599, 1.41727, 4.903, -8.84838
1.24399, 8.1972, -6.35858, 9.99752
1.351, 5.05622, -6.81823, 19.7652
1.459, 3.98369, -3.98369, 14.4409
1.63599, 2.52811, -6.85654, 6.97145
1.74399, 1.68541, -0.919312, 8.58025
1.851, 3.37081, -1.37897, 8.73347
1.959, 2.91116, 0.995922, 7.73755
2.06599, 0.612875, 1.80032, 9.65278
2.17299, -2.10676, 0.114914, 6.89484
2.28099, -2.25998, 0.0766094, 8.96329
2.388, -7.73755, 0.0766094, 6.97145
2.49599, -6.5118, 0.229828, 5.89892
2.603, -7.81416, -0.268133, 6.81823
2.70999, -7.81416, -0.191523, 6.93315
2.81799, -6.70332, -0.114914, 6.58841
2.92499, -6.74162, -0.268133, 7.23959
