Time,ax,ay,az
0.166016, -0.268133, 1.26405, 8.92499
0.274994, 0.114914, 1.30236, 8.69516
0.381012, -0.229828, 1.14914, 8.69516
0.488007, -0.536266, 1.37897, 9.07821
0.595001, -0.229828, 1.45558, 9.0016
0.703003, -0.114914, 1.34066, 9.53786
0.809998, -0.229828, 1.26405, 9.46126
0.916992, -0.153219, 1.6088, 9.11651
1.026, -0.153219, 1.34066, 9.26973
1.133, -0.191523, 1.26405, 9.30804
1.241, 0.0766094, 1.37897, 9.42295
1.34799, -0.0766094, 1.34066, 9.34634
1.45599, -0.344742, 1.26405, 9.38465
1.56302, -0.114914, 1.26405, 9.30804
1.728, -0.0766094, 1.49388, 9.19312
1.83499, -0.114914, 1.37897, 9.23143
1.94299, -0.114914, 1.37897, 8.92499
2.05002, -0.0766094, 1.41727, 9.11651
2.15701, -0.114914, 1.30236, 9.61448
2.26401, -0.0383047, 1.26405, 9.23143
2.371, -0.0766094, 1.37897, 9.15482
2.478, -0.191523, 1.14914, 9.26973
2.58499, -0.0383047, 0.421352, 9.42295
2.69299, -0.383047, 0.0383047, 9.53786
2.79901, -0.689484, 0.153219, 9.61448
2.90701, 0.191523, 0.153219, 9.42295
