Time,ax,ay,az
0.171021, -0.804398, 2.94946, 9.23143
0.278015, -0.689484, 3.02607, 9.19312
0.38501, -0.536266, 2.83455, 9.19312
0.492004, -0.459656, 2.98777, 8.92499
0.598999, -0.344742, 2.91116, 9.0016
0.707001, -0.842703, 3.06437, 9.34634
0.813995, -0.536266, 3.06437, 9.19312
0.921997, -0.536266, 3.14098, 9.23143
1.02902, -0.229828, 3.14098, 8.96329
1.13602, -0.57457, 3.2559, 9.49956
1.24301, -0.459656, 3.10268, 9.23143
1.35001, -0.229828, 3.14098, 8.81008
1.45801, 0.0, 2.87285, 9.03991
1.565, -0.459656, 3.10268, 9.07821
1.737, -0.383047, 3.10268, 9.19312
1.84399, -0.344742, 3.14098, 9.11651
1.952, -0.536266, 3.2942, 8.88668
2.05902, -0.383047, 3.21759, 9.0016
2.16702, -0.421352, 3.10268, 9.07821
2.27402, -0.57457, 3.33251, 9.30804
2.38101, -0.536266, 3.17929, 9.0016
2.48801, -0.459656, 3.21759, 9.19312
2.595, -0.344742, 3.10268, 8.92499
2.703, -0.536266, 3.17929, 9.23143
2.81, -0.612875, 3.37081, 9.30804
2.918, -0.766094, 3.40912, 9.23143
