Time,ax,ay,az
0.167999, 0.57457, -0.804398, 9.53786
0.276001, 0.268133, -1.99184, 13.9812
0.383003, 0.421352, -6.43519, 12.2575
0.490997, -3.75386, -2.71963, 8.08229
0.598, -0.459656, -0.0383047, 8.00568
0.705002, -1.34066, 0.268133, 7.16298
0.813004, -1.76202, -1.45558, 8.1589
0.919998, -2.64302, -0.57457, 7.3545
1.028, -2.06845, -0.57457, 7.50772
1.135, -0.459656, -0.306437, 8.92499
1.242, -2.18337, -1.72371, 8.96329
1.349, -1.45558, -0.919312, 10.4189
1.456, -2.18337, 0.191523, 8.84838
1.564, -1.76202, -0.881008, 8.46534
1.727, -2.14506, -1.87693, 9.72939
1.834, -1.72371, -0.919312, 8.46534
1.942, -1.26405, -0.881008, 8.77177
2.049, -1.41727, -1.18745, 9.03991
2.157, -1.26405, -0.153219, 10.5338
2.264, -0.689484, 0.114914, 8.54194
2.37, -0.995922, 0.229828, 9.72939
2.478, -0.957617, 0.383047, 8.92499
2.585, -0.344742, 0.612875, 9.46126
2.694, -0.919312, 0.536266, 9.07821
2.801, -1.34066, 0.421352, 8.35042
2.908, -1.26405, 0.229828, 9.46126
