Time,ax,ay,az
0.169006, -0.114914, -0.344742, 9.07821
0.276001, -0.0383047, -0.421352, 9.8443
0.384003, 0.114914, -0.306437, 9.11651
0.490997, -0.0766094, -0.383047, 9.8443
0.598999, 0.0, -0.344742, 9.72939
0.706009, -0.114914, -0.306437, 9.61448
0.814011, -0.0766094, -0.306437, 9.30804
0.921005, -0.114914, -0.306437, 9.72939
1.028, -0.0766094, -0.306437, 9.95922
1.136, 0.0, -0.229828, 9.8443
1.243, 0.0383047, -0.306437, 9.49956
1.351, -0.114914, -0.344742, 9.30804
1.45801, -0.114914, -0.421352, 9.76769
1.56601, -0.0766094, -0.421352, 9.95922
1.733, -0.0383047, -0.383047, 9.26973
1.84, 0.268133, -0.383047, 9.07821
1.94701, -0.0766094, -0.383047, 9.76769
2.05501, -0.114914, -0.306437, 9.03991
2.162, 0.0383047, -0.229828, 9.53786
2.27, 0.0766094, -0.497961, 9.42295
2.377, -0.114914, -0.344742, 9.95922
2.48401, 0.114914, -0.268133, 9.8443
2.59201, 0.0383047, -0.344742, 9.65278
2.69899, 0.114914, -0.344742, 9.19312
2.80699, -0.0383047, -0.459656, 9.49956
2.91399, -0.0766094, -0.306437, 9.34634
