Time,ax,ay,az
0.174011, 0.0, -0.344742, 9.61448
0.282013, 0.0383047, -0.459656, 9.38465
0.389008, -0.153219, -0.344742, 9.92091
0.496002, 0.0, -0.383047, 9.806
0.604004, -0.0383047, -0.421352, 9.26973
0.710999, 0.0383047, -0.421352, 9.8443
0.819, 0.114914, -0.344742, 9.806
0.925995, -0.114914, -0.306437, 9.42295
1.034, -0.153219, -0.268133, 9.15482
1.14102, 0.0383047, -0.383047, 9.30804
1.24802, 0.0, -0.421352, 9.53786
1.35602, 0.0, -0.344742, 9.38465
1.46301, -0.114914, -0.306437, 9.69109
1.57101, 0.0766094, -0.306437, 9.806
1.73801, 0.0, -0.344742, 9.88261
1.845, -0.0766094, -0.383047, 9.8443
1.952, -0.0383047, -0.268133, 9.65278
2.06, -0.191523, -0.344742, 9.88261
2.16702, -0.114914, -0.421352, 9.38465
2.27499, -0.0383047, -0.306437, 9.65278
2.38202, 0.114914, -0.306437, 9.30804
2.49002, -0.114914, -0.421352, 9.806
2.59702, -0.0766094, -0.344742, 9.57617
2.70401, 0.0, -0.344742, 9.57617
2.81201, -0.0766094, -0.421352, 9.38465
2.91901, 0.114914, -0.344742, 9.69109
