Time,ax,ay,az
0.161987, -0.689484, 0.229828, 9.03991
0.268997, -0.65118, 0.459656, 9.46126
0.376999, -0.766094, 0.191523, 9.23143
0.484985, -0.766094, 0.344742, 9.11651
0.590988, -0.766094, 0.344742, 9.49956
0.69899, -0.957617, 0.306437, 9.34634
0.804993, -0.57457, 0.383047, 9.19312
0.911987, -0.689484, 0.268133, 9.38465
1.01799, -0.689484, 0.191523, 9.19312
1.12599, -0.57457, 0.306437, 9.23143
1.23199, -0.65118, 0.306437, 9.19312
1.33899, -0.766094, 0.306437, 9.0016
1.446, -0.689484, 0.497961, 8.84838
1.55299, -0.727789, 0.306437, 9.46126
1.717, -0.727789, 0.306437, 9.11651
1.825, -0.612875, 0.344742, 9.19312
1.931, -0.57457, 0.497961, 9.34634
2.03799, -0.65118, 0.383047, 9.23143
2.14499, -0.689484, 0.459656, 9.34634
2.252, -0.612875, 0.459656, 9.34634
2.35899, -0.842703, 0.191523, 9.69109
2.465, -0.65118, 0.421352, 9.15482
2.573, -0.766094, 0.421352, 9.30804
2.67999, -0.766094, 0.383047, 9.11651
2.78799, -1.07253, 0.268133, 9.57617
2.89499, -0.727789, 0.306437, 9.11651
