Time,ax,ay,az
0.164001, -0.766094, 0.191523, 8.92499
0.270004, -0.881008, 0.306437, 9.53786
0.378006, -0.497961, 0.344742, 9.26973
0.485001, -0.536266, 0.229828, 9.30804
0.593002, -0.57457, 0.306437, 9.57617
0.700012, -0.497961, 0.229828, 9.15482
0.808014, -0.536266, 0.268133, 9.26973
0.915009, -0.612875, 0.229828, 9.19312
1.022, -0.497961, 0.153219, 9.69109
1.13, -0.65118, 0.306437, 9.61448
1.237, -0.421352, 0.229828, 9.15482
1.34401, -0.536266, 0.306437, 9.49956
1.451, -0.612875, 0.268133, 9.46126
1.55801, -0.727789, 0.306437, 9.61448
1.774, -0.65118, 0.268133, 9.76769
1.882, -0.65118, 0.268133, 9.46126
1.98801, -0.536266, 0.383047, 9.38465
2.09601, -0.57457, 0.383047, 9.46126
2.203, -0.612875, 0.383047, 9.0016
2.31001, -0.57457, 0.229828, 9.15482
2.41701, -0.612875, 0.229828, 8.81008
2.52301, -0.727789, 0.191523, 9.11651
2.63101, -0.497961, 0.421352, 9.57617
2.73801, -0.612875, 0.344742, 9.46126
2.84601, -0.689484, 0.306437, 9.11651
2.953, -0.65118, 0.344742, 9.15482
