Time,ax,ay,az
0.107, -0.114914, 0.153219, 9.53786
0.215, -0.344742, 0.497961, 9.19312
0.323999, -0.229828, 0.114914, 9.46126
0.432001, -0.0383047, -0.0383047, 9.76769
0.540001, -0.191523, -0.153219, 10.0741
0.649, -0.268133, 0.0766094, 9.88261
0.757, -0.344742, 0.0, 9.88261
0.866001, -0.229828, -0.0383047, 9.57617
0.974001, -0.191523, 0.0383047, 9.53786
1.14, -0.268133, 0.229828, 9.38465
1.246, -0.383047, 0.153219, 10.0358
1.354, -0.114914, 0.0, 9.61448
1.461, -0.0383047, 0.153219, 9.69109
1.569, -0.153219, 0.306437, 9.34634
1.676, -0.191523, 0.0766094, 9.95922
1.784, -0.497961, 0.229828, 9.38465
1.893, -0.0383047, 0.229828, 9.92091
2.001, -0.0383047, 0.153219, 9.42295
2.11, -0.306437, 0.229828, 9.8443
2.218, 0.0766094, 0.229828, 9.57617
2.326, -0.268133, 0.268133, 9.806
2.435, -0.229828, 0.344742, 9.99752
2.544, -0.153219, 0.497961, 10.189
2.652, -0.344742, 0.459656, 9.92091
2.759, -0.57457, 0.421352, 9.53786
2.866, -0.229828, 0.421352, 9.53786
2.974, -0.191523, 0.229828, 9.95922
