Time,ax,ay,az
0.170006, -0.0766094, -0.114914, 9.92091
0.278, 0.0766094, 0.229828, 9.72939
0.385002, 0.114914, 0.191523, 9.26973
0.492004, 0.268133, 0.0383047, 9.72939
0.599007, -0.0383047, 0.114914, 10.1124
0.706001, 0.0766094, 0.114914, 9.99752
0.814003, 0.114914, -0.0383047, 9.92091
0.921005, -0.0766094, 0.344742, 9.26973
1.02901, 0.0766094, 0.229828, 10.304
1.136, -0.0766094, 0.0, 9.72939
1.243, 0.0, 0.114914, 9.69109
1.35101, -0.0383047, 0.268133, 9.61448
1.458, 0.0, 0.114914, 9.69109
1.566, 0.0, 0.344742, 9.65278
1.731, 0.114914, 0.153219, 9.72939
1.83801, -0.114914, 0.306437, 9.65278
1.94601, 0.0383047, 0.153219, 9.57617
2.053, 0.0, 0.268133, 9.76769
2.16, 0.0766094, 0.114914, 9.42295
2.268, -0.0383047, 0.229828, 9.95922
2.37501, 0.114914, 0.383047, 9.49956
2.48299, 0.268133, 0.114914, 10.189
2.59, 0.114914, 0.153219, 9.30804
2.697, 0.114914, 0.229828, 10.7253
2.805, 0.0383047, 0.191523, 9.30804
2.91199, -0.153219, 0.421352, 9.61448
