Time,ax,ay,az
0.171997, 3.79216, 0.0, 13.0236
0.279968, 0.842703, 1.80032, 20.5313
0.387024, 1.14914, 0.689484, 22.9828
0.494995, 3.79216, -0.268133, 17.6585
0.60199, -0.191523, 0.0, -0.421352
0.708984, 0.0, -0.153219, 0.0
0.815979, 0.0766094, -0.114914, -0.153219
0.922974, 0.153219, -0.229828, 0.114914
1.03101, 0.114914, -0.344742, -0.114914
1.138, -0.0383047, -0.191523, -0.114914
1.24597, 0.0383047, -0.153219, 0.0766094
1.35297, 0.0, 0.0, -0.306437
1.46002, 5.05622, 2.29828, -6.12875
1.56799, 1.72371, 0.0, -0.842703
1.73401, 7.96737, 1.83862, 3.10268
1.83997, 9.0016, -1.57049, 4.02199
1.948, 8.42703, 0.727789, 4.74978
2.05499, 8.50364, 0.766094, 4.51995
2.16296, 8.58025, 0.612875, 5.28605
2.27002, 8.46534, 0.612875, 4.51995
2.37701, 8.61855, 0.612875, 4.63487
2.48499, 8.35042, 0.612875, 4.82639
2.59198, 8.38873, 0.497961, 4.59656
2.70001, 8.38873, 0.536266, 4.74978
2.80701, 8.31211, 0.804398, 4.78809
2.914, 8.1589, 0.612875, 4.9413
