Time,ax,ay,az
0.167969, 0.497961, -0.114914, 4.40504
0.274963, 4.44334, -2.18337, 11.0701
0.381958, 1.68541, -1.49388, 19.2673
0.48999, 1.26405, -2.03015, 22.1784
0.596985, 2.22167, -3.02607, 25.3577
0.705017, -0.766094, 0.459656, 5.20944
0.812012, 0.0383047, -0.114914, -0.153219
0.919983, -0.114914, -0.153219, -0.268133
1.02698, -0.153219, 0.0, -0.459656
1.13397, -0.153219, -0.0383047, -0.421352
1.242, 0.0, -0.153219, 0.191523
1.349, -0.306437, -0.0383047, -0.114914
1.45697, -0.114914, 0.0383047, -0.0383047
1.62201, 18.9225, -5.32435, 67.6844
1.729, 0.65118, 0.0, -0.229828
1.83698, 1.22575, 4.9413, 12.947
1.94397, 1.6088, 4.51995, 8.46534
2.05096, 1.68541, 4.55826, 8.31211
2.159, 1.91523, 4.40504, 8.54194
2.26599, 1.99184, 4.63487, 8.08229
2.37396, 2.03015, 4.55826, 8.12059
2.48102, 2.10676, 4.44334, 8.12059
2.58899, 2.10676, 4.51995, 8.04398
2.69598, 2.03015, 4.51995, 8.08229
2.80298, 2.29828, 4.40504, 7.89076
2.91101, 2.03015, 4.40504, 8.35042
