Time,ax,ay,az
0.169006, 1.34066, -3.40912, 19.114
0.277008, 0.0383047, -0.0766094, 32.4058
0.384003, -4.71148, -5.66909, 18.0032
0.492004, -4.86469, 0.153219, -0.57457
0.598999, 0.0, 0.153219, -0.0766094
0.705994, 0.0, 0.114914, -0.344742
0.813995, -0.0766094, 0.0383047, -0.0766094
0.92099, 0.0383047, 0.0766094, -0.0766094
1.02899, 0.114914, 0.0383047, -0.268133
1.13599, 0.0, 0.0383047, -0.191523
1.24399, 0.229828, -0.0383047, -0.114914
1.35101, 12.4873, 18.1564, 19.4588
1.45801, 9.15482, 1.26405, 36.964
1.565, 3.2942, -1.49388, 12.4873
1.733, 0.459656, -1.14914, 8.00568
1.84, 0.612875, -0.114914, 8.61855
1.948, -0.268133, 0.536266, 10.2273
2.05499, -0.114914, 2.98777, 9.34634
2.16199, 0.383047, 1.45558, 10.1507
2.26999, 1.87693, 1.14914, 9.03991
2.37698, -0.459656, 0.306437, 8.08229
2.48401, -0.459656, 2.14506, 10.2657
2.591, -0.383047, 1.11084, 8.69516
2.69901, -0.268133, 1.57049, 9.46126
2.806, -0.497961, 3.44742, 9.11651
2.91299, 0.612875, 2.87285, 8.88668
